title,location,condition,sector,company
"(근무지 마곡 / 판교)피앤피시큐어 2021년 하반기 기술본부, 연구소 채용",서울전체 ,"['신입·경력', '학력무관', '정규직']","['백엔드/서버개발', '기술지원', '데이터엔지니어', '보안컨설팅', '앱개발']",(주)피앤피시큐어
[에듀테크 스타트업 오누이/설탭] 대규모 개발자 채용,서울 마포구 ,"['경력', '학력무관', '정규직']","['백엔드/서버개발', '기술지원', '데이터분석가', '데이터엔지니어', '앱개발']",(주)오누이
[에듀테크 스타트업 오누이/설탭] 웹/앱 서비스 리드 개발자 채용,서울 마포구 ,"['경력', '학력무관', '정규직']","['백엔드/서버개발', '데이터분석가', '데이터엔지니어', '앱개발', '웹개발']",(주)오누이
S/W QA & Test Engineer 채용의 件,서울 구로구 ,"['경력무관', '초대졸↑', '정규직·프리랜서']","['백엔드/서버개발', '웹마스터', 'QA/테스터', 'SE(시스템엔지니어)', '네트워크']",컴즈(주)
피플라이프(주) 정규직 채용공고,서울 동작구 ,"['신입·경력', '학력무관', '정규직']","['백엔드/서버개발', '보안컨설팅', '유지보수', '정보보안', '퍼블리셔']",피플라이프(주)
[팬택씨앤아이 계열] IT팀 경력사원 모집,서울 영등포구 ,"['경력4년↑', '대졸↑', '정규직']","['백엔드/서버개발', '보안컨설팅', '앱개발', '웹개발', 'IT컨설팅']",(주)발렉스특수물류
[디지털 헬스케어 기업] 전 부문 신입/경력직 채용,서울전체 ,"['경력3년↑', '초대졸↑', '정규직']","['백엔드/서버개발', '프론트엔드', 'QA/테스터', 'Java', 'Javascript']",(주)아이쿱
[경력] 블록체인 백엔드 개발자,서울전체 ,"['경력 4~9년', '대졸↑', '정규직']","['백엔드/서버개발', '웹개발', '프론트엔드', 'DBA', 'SE(시스템엔지니어)']",(주)블록체인글로벌
엔지니어(네트워크/관제) 신입 및 경력 채용,서울 강남구 ,"['신입·경력', '초대졸↑', '정규직']","['백엔드/서버개발', '웹개발', '정보보안', '프론트엔드', 'DBA']",(주)케이아이엔엑스
22년 상반기 푸드테크 IT부문 채용,서울전체 ,"['신입·경력', '학력무관', '정규직']","['백엔드/서버개발', '기술지원', '데이터분석가', '보안컨설팅', '앱개발']",(주)푸드테크
데이터 모델링/데이터 시각화 개발자 신입 및 경력 채용,서울 성동구 ,"['신입·경력', '초대졸↑', '정규직']","['백엔드/서버개발', '데이터분석가', '웹개발', 'SE(시스템엔지니어)', '데이터마이닝']",(주)인포유앤컴퍼니
2022 경력 공개채용 (Java 웹 개발자),서울 금천구 ,"['경력5년↑', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', '유지보수', 'SE(시스템엔지니어)', 'SI개발']",(주)지에스아이티
JAVA 백엔드 개발자,서울전체 ,"['신입·경력', '고졸↑', '정규직']","['백엔드/서버개발', '웹개발', 'DBA', 'SE(시스템엔지니어)', 'Apache']",(주)소프트랩스
[강남/연봉협의/정규전환] 유명기업 SW개발/운영(금융기기),서울 강남구 ,"['경력1년↑', '초대졸↑', '계약직']","['백엔드/서버개발', '유지보수', '프론트엔드', 'QA/테스터', 'S/W']",템프인(주)
[논현역/정규직/영어가능자/신입가능] 유명기업 웹서비스 기획,서울 강남구 ,"['경력무관', '대졸↑', '정규직']","['백엔드/서버개발', '기술지원', '웹개발', '웹마스터', '프론트엔드']",템프인(주)
"동영상 콘텐츠 관리 서비스 개발자(Java, C#) 모집",서울 영등포구 ,"['경력 5~15년', '학력무관', '정규직', '5,500 만원']","['백엔드/서버개발', '웹개발', 'Windows', '.NET', 'ASP']",(주)맥스나인
"[LIG시스템] 클라우드, 신사업 부문 기획/기술지원 경력직 채용",서울 종로구 ,"['경력', '초대졸↑', '정규직']","['백엔드/서버개발', '기술지원', '보안컨설팅', '앱개발', '웹개발']",(주)엘아이지시스템
YTNplus 채용 공고,서울 마포구 ,"['신입·경력', '대졸↑', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', 'CSS', 'HTML']",(주)와이티엔플러스
[DNA Motors] IOT관제서비스 기획자 채용(배터리스테이션),서울 강서구 ,"['경력', '대졸↑', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '챗봇', 'IoT']",디앤에이모터스(주)
이마트 Digital Transformation 경력직 채용,서울전체 ,"['경력', '대졸↑', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '프론트엔드', 'Android']",(주)이마트
[신입/경력] JAVA/JSP WEB 개발자 및 PM 모집,서울 서초구 ,"['신입·경력', '대졸↑', '정규직']","['백엔드/서버개발', '데이터분석가', '웹개발', '퍼블리셔', '프론트엔드']",(주)솔트룩스이노베이션
프라뱅 가상자산거래소 각 부문별 채용공고,서울 강남구 ,"['경력3년↑', '학력무관', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '웹마스터', 'MySQL']",(주)프라뱅
"[경력] [Back-END] JAVA Spring, SpringBoot 개발자 채용합니다",서울 금천구 ,"['경력 5~10년', '고졸↑', '정규직']","['백엔드/서버개발', '웹개발', 'Java', 'JPA', 'MariaDB']",화려한덕후들 주식회사
[JB금융지주] 데이터 과학자 직원 채용 공고,서울 영등포구 ,"['경력3년↑', '대졸↑', '계약직']","['백엔드/서버개발', '데이터분석가', '보안컨설팅', '정보보안', 'IT컨설팅']",(주)JB금융지주
[전문연구요원/신입가능] - Tech직군 병역특례 특별채용,서울전체 ,"['신입', '학력무관', '전문연구요원·병역특례']","['백엔드/서버개발', '데이터분석가', '웹개발', '프론트엔드', 'DBA']",(주)버즈니
[경력] 자사 솔루션 개발 위주 C#.net 및 JAVA 웹 개발자 채용,서울 금천구 ,"['경력 3~9년', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', '프론트엔드', '.NET', 'ASP']",천하이너스
"메타버스 플랫폼 개발 [NFT,블록체인 개발자]",서울전체 ,"['경력 2~3년', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', 'DBA', 'C++', 'C언어']",(주)코드스토리
메타버스 플랫폼 개발자 [서버],서울전체 ,"['경력 2~3년', '학력무관', '정규직']","['백엔드/서버개발', '게임개발', '웹개발', '프론트엔드', 'DBA']",(주)코드스토리
java 웹 개발자 모집,서울 강남구 ,"['경력2년↑', '대졸↑', '정규직']","['백엔드/서버개발', '웹개발', 'Java', 'Ajax', 'Bootstrap']",(주)원포유
Back-end 경력 개발자,서울전체 ,"['경력 2~5년', '고졸↑', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '프론트엔드', '모의해킹']",(주)서울소프트
HCN [KT 그룹] 상반기 신입사원(인턴)/경력사원 공개채용,서울 서초구 ,"['신입·경력', '대졸↑', '정규직·인턴직']","['백엔드/서버개발', '앱개발', '웹개발', '유지보수', '정보보안']",(주)에이치씨엔
[제이스톡] 백엔드(Back-end)개발자 모집 (5년 이상),서울전체 ,"['경력 5~10년', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', '프론트엔드', 'DBA', 'SE(시스템엔지니어)']",(주)제이스톡
[각 부문별] Android / C++ / C# / JAVA 개발자 정규직 모집,서울전체 ,"['신입·경력', '학력무관', '정규직']","['백엔드/서버개발', '앱개발', 'SI개발', 'Windows', 'Android']",(주)플러스파크
[티빙] 개발 PM 경력직 채용,서울전체 ,"['경력 7~15년', '대졸↑', '정규직']","['백엔드/서버개발', '웹개발', '인프라', 'AWS', 'PL(프로젝트리더)']",(주)티빙
2022년 kt cs 대졸신입 및 경력직 채용,서울전체 ,"['신입·경력', '대졸↑', '정규직']","['백엔드/서버개발', '데이터엔지니어', '앱개발', '유지보수', '프론트엔드']",(주)케이티씨에스
[헬스케어 App] 백엔드 개발자 모집(시니어),서울전체 ,"['경력 1~10년', '초대졸↑', '정규직']","['백엔드/서버개발', '웹개발', '프론트엔드', '인프라', 'AWS']",(주)비플러스랩
2022년 1분기 롯데정보통신 전 직무 대규모 채용(경력/신입),서울전체 ,"['신입·경력', '대졸↑', '정규직']","['백엔드/서버개발', '게임개발', '기술지원', '데이터분석가', '데이터엔지니어']",롯데정보통신(주)
"[신입/경력]네트워크,정보보안 엔지니어,영업,기획,품질관리 모집",서울 성동구 ,"['신입·경력', '학력무관', '정규직']","['백엔드/서버개발', '기술지원', '데이터분석가', '보안컨설팅', '정보보안']",(주)넷코아테크
백엔드 엔지니어 (디파이너리),서울전체 ,"['신입·경력', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', '프론트엔드', 'SE(시스템엔지니어)', '인프라']",(주)아이지에이웍스
[KT그룹사/BC카드 자회사] 본사 서버 / 앱 개발자 채용(정규직),서울전체 ,"['경력3년↑', '대졸↑', '정규직']","['백엔드/서버개발', '기술지원', '앱개발', 'SI개발', '네트워크']",(주)사람인에이치에스
[중고나라] 개발 경력 인재 채용,서울전체 ,"['경력 3~5년', '학력무관', '정규직']","['백엔드/서버개발', '데이터분석가', '앱개발', '웹개발', '유지보수']",(주)중고나라
취업연계 전액국비지원 교육생 모집,서울 강서구 ,"['경력무관', '초대졸↑', '교육생']","['백엔드/서버개발', '보안컨설팅', '웹개발', '정보보안', 'IT컨설팅']",대한상공회의소서울기술교육센터
"시스템/응용 프로그래머, 기술지원 신입/경력 채용",서울전체 ,"['신입·경력', '초대졸↑', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '정보보안', 'IT컨설팅']",(주)엔에스텍
백엔드/서버개발 정규직 채용 - 경력,서울 강남구 ,"['경력1년↑', '대졸↑', '정규직']","['백엔드/서버개발', '유지보수', 'API', 'MSSQL', 'MySQL']",(주)인터웍스미디어
개발자(Front-end/Back-end) 및 기술지원 모집,서울 강남구 ,"['경력2년↑', '학력무관', '정규직']","['백엔드/서버개발', '기술지원', '프론트엔드', 'SE(시스템엔지니어)', '유지보수']",(주)페르미
"㈜소프트위즈 DBA, 데이터엔지니어 경력직원 모집",서울전체 ,"['경력2년↑', '학력무관', '정규직']","['백엔드/서버개발', '데이터분석가', '데이터엔지니어', 'DBA', '빅데이터']",(주)소프트위즈
[METAVERSE X 명품 브랜드 IP] 백엔드 서버 개발자 채용,서울 강남구 ,"['경력무관', '학력무관', '정규직']","['백엔드/서버개발', '메타버스', '유지보수', '클라우드', 'C++']",(주)액츠29
한류뱅크(주) 개발직 경력 채용,서울 영등포구 ,"['경력2년↑', '학력무관', '정규직']","['백엔드/서버개발', '데이터분석가', '앱개발', '웹개발', '유지보수']",한류뱅크(주)
"2022년 상반기 프론트엔드, 백엔드/서버개발 외 경력무관 채용",서울 구로구 ,"['경력무관', '학력무관', '정규직']","['백엔드/서버개발', '프론트엔드', 'Git', 'MariaDB', 'MySQL']",지쿱(주)
[중고나라] 개발 부문별 신입 인재 채용,서울전체 ,"['신입', '학력무관', '정규직']","['백엔드/서버개발', '데이터분석가', '앱개발', '웹개발', '정보보안']",(주)중고나라
2021년 하반기 신입 및 경력직원 채용,경기 군포시 ,"['신입·경력', '학력무관', '정규직·계약직']","['백엔드/서버개발', '웹마스터', '유지보수', 'DBA', 'QA/테스터']",유빈스(주)
2021년 하반기 IDC운영팀 채용공고,서울전체 ,"['신입·경력', '학력무관', '정규직']","['백엔드/서버개발', '웹마스터', '유지보수', '정보보안', 'DBA']",유빈스(주)
웹디자이너 정규직 채용 (신입/경력),서울 서초구 ,"['경력무관', '초대졸↑', '정규직', '2,760 이상 (면접 후 협의)']","['백엔드/서버개발', '웹개발', '퍼블리셔', '프론트엔드', '웹표준·웹접근성']",한국뉴먼
[메가존] 공공부문 기획/개발 경력자 채용,서울전체 ,"['경력3년↑', '학력무관', '정규직·계약직']","['백엔드/서버개발', '앱개발', '웹개발', '프론트엔드', '공공영업']",메가존(주)
[외국계은행/영어or일본어] IT system팀 어드민 (신입가능),서울 중구 ,"['경력무관', '대졸↑', '계약직·파견직']","['백엔드/서버개발', '기술지원', '정보보안', 'SE(시스템엔지니어)', '네트워크']",퍼솔켈리코리아(유)
[한국화웨이] 네트워크 & IT 엔지니어직군(언어무관/경력),서울 중구 ,"['경력1년↑', '대졸↑', '계약직·파견직 (정규직 전환가능)']","['백엔드/서버개발', 'SE(시스템엔지니어)', '네트워크', '방화벽', '정보통신']",퍼솔켈리코리아(유)
[모바일 앱 개발] 부문 경력 채용,서울전체 ,"['신입·경력', '초대졸↑', '정규직']","['백엔드/서버개발', '게임개발', '앱개발', '웹개발', '유지보수']",(주)파인디지털
2022년 상반기 개발 부문 모집 ( 인턴/경력 ),서울전체 ,"['신입·경력', '학력무관', '정규직·인턴직']","['백엔드/서버개발', '보안컨설팅', '정보보안', 'QA/테스터', 'C#']",(주)잉카엔트웍스
[역삼/면접비지급] 백엔드 개발자 모집,서울전체 ,"['경력 2~8년', '초대졸↑', '정규직']","['백엔드/서버개발', '웹개발', 'Java', 'Spring', 'SpringBoot']",(주)아이메디신
React Native를 활용한 iOS/Android 신규 App 개발자 채용,서울전체 ,"['경력 1~5년', '초대졸↑', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '프론트엔드', '인프라']",(주)에임메드
웹 및 앱 프로그래머 팀장(LMS) 채용(정규직),서울 강서구 ,"['경력3년↑', '학력무관', '정규직', '6,000 만원']","['백엔드/서버개발', '웹개발', '프론트엔드', 'APM', 'Java']",(주)콘텐츠펙토리상상역
백엔드 및 프론트엔드 개발 정규직 모집합니다(경력사원),서울 강남구 ,"['경력 2~10년', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', 'DevOps', 'Node.js', '프론트엔드']",(주)크로커스
[MergyLab] 서버 담당자 모집,서울전체 ,"['경력 3~7년', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', '프론트엔드', 'DBA', '블록체인']",머지리티(주)
"(서울/경력) 캐플릭스(제주패스, 모자이카) 서비스 전직군 채용",서울 마포구 ,"['경력1년↑', '학력무관', '정규직·계약직']","['백엔드/서버개발', '웹개발', '프론트엔드', 'Ajax', 'CSS']",(주)캐플릭스
"백엔드/서버개발(nodeJS, Typescript)",서울 강남구 ,"['경력 5~10년', '학력무관', '정규직', '7,000 만원']","['백엔드/서버개발', 'RestAPI', '모델링', 'Git', 'R']",(주)한인플레이스
[플랫포머스] 프론트엔드&백엔드 웹 개발 경력직 채용,서울 강남구 ,"['경력5년↑', '대졸↑', '계약직']","['백엔드/서버개발', '웹개발', '프론트엔드', 'Nginx', 'RDBMS']",(주)플랫포머스
"엠쓰리모바일에서 APP팀,OS팀, FAE팀,기구팀 직원을 모집합니다",서울 광진구 ,"['경력무관', '초대졸↑', '정규직']","['백엔드/서버개발', '앱개발', 'SE(시스템엔지니어)', '정보통신', 'GIS']",㈜엠쓰리모바일
2022년 상반기 운영개발자 채용,서울 강남구 ,"['경력무관', '고졸↑', '정규직']","['백엔드/서버개발', '기술지원', '앱개발', '웹개발', '유지보수']",(주)컴퍼니위
IT Infra 시스템 구축 / 기술지원,서울전체 ,"['신입·경력', '대졸↑', '정규직']","['백엔드/서버개발', '기술지원', '데이터분석가', '데이터엔지니어', '앱개발']",(주)제이엔테크놀러지
동양생명보험㈜ 경력직 (IT) 채용,서울 종로구 ,"['경력2년↑', '학력무관', '계약직']","['백엔드/서버개발', '앱개발', '웹개발', '프론트엔드', 'DBA']",동양생명보험(주)
BGF네트웍스 IT개발자 채용,서울 광진구 ,"['경력무관', '초대졸↑', '정규직']","['백엔드/서버개발', '웹개발', 'Java', '광고대행사']",(주)비지에프네트웍스
"2022년 상반기 RestAPI, 백엔드/서버개발, React 외 모집합니다",서울 강남구 ,"['경력무관', '초대졸↑', '정규직']","['백엔드/서버개발', 'Javascript', 'React', 'RestAPI', 'SpringBoot']",(주)이롬아이씨티
"[아스크스토리] 경력/신입 개발자 채용 (프론트엔드, 백엔드)",서울 서초구 ,"['신입·경력', '학력무관', '정규직']","['백엔드/서버개발', '프론트엔드', '네트워크', '딥러닝', '머신러닝']",(주)아스크스토리디에스
[(주)피피프렌즈] 2022년 상반기 부문별 경력 모집,서울전체 ,"['경력1년↑', '학력무관', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '프론트엔드', 'SI개발']",(주)피피프렌즈
[웰컴저축은행] ICT 신입 및 경력직 채용,서울 구로구 ,"['신입·경력', '대졸↑', '정규직']","['백엔드/서버개발', '보안컨설팅', '앱개발', '웹개발', '유지보수']",웰컴저축은행(주)
IT개발·데이터(백엔드/서버개발 및 프론트엔드) 모집,서울 구로구 ,"['경력 2~20년', '학력무관', '정규직']","['백엔드/서버개발', '프론트엔드', '유지보수', 'PHP', '컨텐츠제공']",(주)펫온
2021 하반기 React Native 앱개발자 모집,서울 송파구 ,"['신입·경력', '대졸↑', '정규직·프리랜서']","['백엔드/서버개발', '웹개발', '프론트엔드', 'React', 'ReactJS']",(주)유즈잇
[스타트업/정규직] 웹 개발자 / 웹 디자이너 / 서비스 관리 채용,서울 종로구 ,"['경력무관', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', '웹디자인', '고객관리', '교육상담']",(주)글루잉
소프트웨어 개발 신입&경력 채용 (정규직),서울 강남구 ,"['신입·경력', '대졸↑', '정규직', '3,400 만원']","['백엔드/서버개발', '웹개발', '프론트엔드', 'API', '.NET']",주식회사 싱크트루
[개발직군] PHP 백엔드 경력 채용,서울전체 ,"['경력', '학력무관', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '유지보수', '프론트엔드']",(주)더에스엠씨그룹
소프트웨어 개발 경력사원 모집,서울 서초구 ,"['경력 5~10년', '초대졸↑', '정규직']","['백엔드/서버개발', '데이터분석가', '데이터엔지니어', '앱개발', '웹개발']",(주)에스비솔루션
네트워크 관리자/시스템엔지니어 채용공고,서울 서초구 ,"['신입·경력', '대졸↑', '정규직']","['백엔드/서버개발', '웹개발', '웹마스터', '정보보안', 'DBA']",마준소프트(주)
IT개발·데이터 정규직 채용 - 경력&신입,서울 마포구 ,"['신입·경력', '대졸↑', '정규직', '4,500 만원']","['백엔드/서버개발', '게임개발', '앱개발', '웹개발', 'Android']",(주)모핑아이
프론트앤드/백앤드 개발직군 및 사무기획 직군 정규직 채용,서울 마포구 ,"['경력무관', '학력무관', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '퍼블리셔', '프론트엔드']",디지엠정보기술(주)
대림비앤코 IT부문 신입 및 경력 채용,서울 강남구 ,"['신입·경력', '초대졸↑', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '유지보수', '프론트엔드']",대림비앤코(주)
[이와이드플러스] 2022년 상반기 IT부문 공개 채용,서울전체 ,"['신입·경력', '초대졸↑', '정규직']","['백엔드/서버개발', '앱개발', 'SI개발', 'API', 'iOS']",(주)이와이드플러스
2022년 시스템인프라 운영 관리/강남구/파견상주/경력자,서울 강남구 ,"['경력 7~12년', '초대졸↑', '정규직']","['백엔드/서버개발', 'SE(시스템엔지니어)', 'Windows', 'Linux', '인프라']",(주)아이티베이
IT개발·데이터(백엔드/서버개발&SDK外 6개 부문) 채용합니다,서울 강남구 ,"['경력 2~4년', '학력무관', '정규직', '5,000 만원']","['백엔드/서버개발', 'SDK', 'Android', 'iOS', 'Javascript']",(주) 메드고
[경력] 백엔드/서버개발 정규직/계약직 모집 공고,서울 성북구 ,"['경력3년↑', '학력무관', '정규직·계약직', '4,000 만원']","['백엔드/서버개발', 'API', 'AWS', '컨텐츠제공', '인터넷교육']",(주)피플앤톡
[메가존] 이커머스 운영 프로젝트 JAVA 개발 / QC 경력자 채용,서울전체 ,"['경력', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', '웹마스터', '퍼블리셔', '프론트엔드']",메가존(주)
[메가존] 이커머스 Web/App 개발자 채용,서울전체 ,"['경력', '학력무관', '정규직']","['백엔드/서버개발', '프론트엔드', 'DBMS', 'Android', 'iOS']",메가존(주)
[메가존] 서비스 기획자 대규모 채용,서울전체 ,"['경력3년↑', '학력무관', '정규직']","['백엔드/서버개발', '퍼블리셔', '프론트엔드', '웹표준·웹접근성', '액션스크립트']",메가존(주)
"[메가존] 서버개발, 프론트엔드 개발자 채용",서울전체 ,"['신입·경력', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', '퍼블리셔', '프론트엔드', 'SE(시스템엔지니어)']",메가존(주)
[메가존] 데이터 사업 부문 개발자 경력 채용,서울전체 ,"['경력3년↑', '학력무관', '정규직']","['백엔드/서버개발', '보안컨설팅', '웹개발', 'IT컨설팅', '머신러닝']",메가존(주)
사내보안 담당자 영입,서울전체 ,"['경력5년↑', '학력무관', '정규직']","['백엔드/서버개발', '정보보안', '네트워크', '정보보호교육', '솔루션']",베스핀글로벌(주)
글로벌 이커머스 솔루션 백엔드/서버개발 정규직 채용,서울 마포구 ,"['경력3년↑', '학력무관', '정규직']","['백엔드/서버개발', '솔루션', 'MySQL', 'R', 'SQL']",(주)리브
[테크사업부] 백엔드 개발자 - 신입 채용,서울 서초구 ,"['신입', '대졸↑', '정규직·병역특례']","['백엔드/서버개발', '웹개발', 'API', 'AWS', 'Java']",매드업
[주4.5일] Back end (JAVA) 개발자 채용,서울전체 ,"['경력', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', '프론트엔드', '빅데이터', 'API']",(주)인라이플
당사 CX개발사업본부 개발 및 운영 담당자 모집 Mj5E,서울 용산구 ,"['경력무관', '학력무관', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '유지보수', '정보보안']",(주)트랜스코스모스코리아
2022년 IT직무 신입/경력 사원 모집,서울 종로구 ,"['신입·경력', '대졸↑', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '정보보안', '프론트엔드']",(주)글로벌머니익스프레스
[주4.5일 근무]  데이터베이스 관리 (DBA) 직무 경력직 인재채용,서울전체 ,"['경력', '학력무관', '정규직']","['백엔드/서버개발', '기술지원', '데이터엔지니어', '웹개발', '유지보수']",(주)인라이플
[주4.5일근무] JAVA 개발 (영상컨버팅) 직무 인재 채용,서울전체 ,"['경력무관', '학력무관', '정규직']","['백엔드/서버개발', '웹개발', '영상처리', 'API', 'Java']",(주)인라이플
[이투스교육] CCO 신사업 기획 채용 (경력),서울 서초구 ,"['경력', '대졸↑', '정규직']","['백엔드/서버개발', '앱개발', '웹개발', '유지보수', '프론트엔드']",이투스교육(주)
백엔드/서버개발(Java/C++ 외) 경력 개발자 채용,서울 중구 ,"['경력5년↑', '대졸↑', '정규직·기간제']","['백엔드/서버개발', '웹개발', '정보보안', 'RDBMS', 'C언어']",(주)델타엑스
글로벌 대기업 IT개발자(백엔드/서버개발/iOS/프론트) 긴급 채용,서울 종로구 ,"['경력 1~15년', '대졸↑', '정규직']","['백엔드/서버개발', '게임개발', '보안컨설팅', '앱개발', '프론트엔드']",에이치알클릭
유럽계 자동차 부품 제조사R&D Engineer/IT system Engineer채용,서울전체 ,"['경력2년↑', '대졸↑', '정규직']","['백엔드/서버개발', '기술지원', '데이터엔지니어', '웹개발', '웹마스터']",센시리온오토모티브솔루션즈코리아(주)
백엔드/서버개발&Node.js&DevOps 정규직 모집합니다(경력사원),서울 강남구 ,"['경력 2~10년', '학력무관', '정규직']","['백엔드/서버개발', 'DevOps', 'Node.js', '인프라', 'AWS']",(주)크로커스
웹개발/백엔드/서버개발 정규직 채용(신입),서울 금천구 ,"['신입', '고졸↑', '정규직']","['백엔드/서버개발', '웹개발', 'Java', 'JSP', 'Spring']",(주)엠넷소프트
부문별 경력/신입 인재영입,서울 송파구 ,"['신입·경력', '학력무관', '정규직·기간제']","['백엔드/서버개발', '웹개발', '정보보안', '프론트엔드', '네트워크']",(주)우아한형제들
